frame,id,x,y
135,174,1740,661
135,76,885,637
135,177,176,674
135,166,344,428
135,209,103,518
135,206,824,440
135,210,1110,429
135,129,656,436
135,211,1730,435
135,200,142,419
135,208,1002,424
136,174,1739,667
136,76,887,638
136,177,195,670
136,166,362,428
136,209,117,515
136,129,668,439
137,174,1747,680
137,76,894,633
137,177,210,672
137,166,374,429
137,212,1024,427
137,209,135,530
138,174,1751,687
138,76,886,634
138,177,227,671
138,166,388,431
138,212,1031,426
138,213,687,440
138,209,152,521
139,174,1703,690
139,76,886,632
139,177,244,669
139,166,402,433
139,209,164,501
139,214,966,434
139,212,1041,429
140,174,1675,695
140,177,259,671
140,76,906,633
140,166,418,430
140,215,1841,435
140,212,1050,430
141,174,1658,695
141,177,277,670
141,76,922,624
141,166,432,431
141,215,1850,434
141,216,250,420
142,174,1649,696
142,177,291,672
142,76,919,622
142,166,447,437
142,217,996,429
142,218,1071,436
142,219,197,525
142,220,545,435
142,221,737,444
143,174,1632,699
143,177,304,671
143,76,927,628
143,222,768,685
143,166,461,438
143,223,795,684
143,224,1898,723
143,218,1081,438
144,174,1620,698
144,177,322,673
144,76,932,631
144,225,1878,606
144,166,477,441
144,222,781,687
145,174,1604,703
145,177,335,673
145,76,925,637
145,226,1849,688
145,222,822,687
145,166,489,444
146,226,1829,672
146,174,1591,705
146,177,350,672
146,76,936,638
146,166,501,446
146,227,1304,665
146,228,782,456
147,226,1801,668
147,174,1584,709
147,177,366,675
147,76,940,642
147,166,511,446
147,229,1114,453
148,226,1778,674
148,174,1578,703
148,177,381,672
148,76,949,639
148,166,523,445
148,229,1123,453
149,226,1773,681
149,174,1544,702
149,177,391,673
149,76,958,638
149,166,535,447
149,230,1055,454
150,174,1504,698
150,226,1778,688
150,177,403,671
150,76,968,639
150,166,539,448
150,230,1062,453
150,231,816,453
151,174,1478,695
151,177,415,672
151,76,968,641
151,232,1713,688
151,233,1844,607
151,166,550,446
151,230,1068,457
151,234,872,685
152,174,1480,697
152,233,1819,612
152,177,427,670
152,76,963,641
152,232,1686,694
152,166,558,449
152,230,1072,471
152,234,881,683
153,174,1490,698
153,233,1804,623
153,177,433,671
153,76,969,644
153,230,1075,455
153,232,1683,689
153,166,574,449
153,235,1100,604
154,233,1789,607
154,236,1558,701
154,177,441,672
154,76,986,645
154,166,570,454
154,230,1076,468
155,177,449,673
155,76,987,654
155,236,1545,701
155,233,1756,627
155,166,566,454
155,237,1874,456
155,238,1715,557
156,177,453,676
156,76,994,654
156,239,1470,701
156,240,1704,610
156,241,1793,462
156,237,1868,456
156,166,576,457
157,177,455,679
157,239,1462,697
157,76,1001,655
157,166,576,460
157,241,1783,463
157,242,908,688
157,243,877,690
157,237,1860,447
158,177,454,680
158,239,1461,702
158,242,877,693
158,76,1005,660
158,166,577,459
158,241,1780,463
158,237,1854,454
159,177,454,687
159,239,1450,708
159,76,1012,667
159,241,1772,466
159,166,578,461
159,242,909,694
159,237,1846,465
159,244,1216,449
160,239,1414,707
160,177,460,690
160,76,1025,669
160,241,1762,468
160,166,579,464
160,237,1837,468
160,245,1695,463
160,246,913,472
161,239,1394,709
161,177,464,691
161,76,1028,671
161,247,404,524
161,241,1755,467
161,248,1267,705
161,166,579,467
161,237,1826,470
161,246,916,473
161,245,1693,463
162,239,1372,714
162,177,464,691
162,76,1037,660
162,247,405,527
162,248,1251,719
162,241,1747,469
162,166,580,469
162,237,1818,472
163,239,1372,717
163,177,466,691
163,76,1040,670
163,248,1228,690
163,166,578,470
163,237,1810,473
163,241,1737,472
163,247,406,530
163,249,1674,467
164,239,1373,718
164,177,467,692
164,248,1225,691
164,76,1059,675
164,247,406,531
164,166,574,472
164,237,1799,474
164,250,1182,605
164,241,1731,474
165,250,1209,620
165,251,159,681
165,252,1106,631
165,253,471,603
165,254,1863,647
165,255,1517,309
165,256,273,606
166,250,1176,620
166,254,1836,628
166,251,152,676
166,253,460,597
166,252,1079,628
166,255,1538,322
167,257,1768,629
167,252,1115,620
167,258,1029,626
167,250,1218,602
167,251,141,668
168,259,1676,632
168,251,126,669
168,258,1038,636
168,252,1150,597
169,260,1595,629
169,261,932,631
169,258,1016,621
169,251,117,666
169,262,1770,588
169,263,1089,590
169,264,911,640
170,265,1525,632
170,261,887,628
170,258,1036,597
170,266,1857,627
170,251,125,665
170,267,382,603
171,265,1495,632
171,266,1829,625
171,261,872,623
171,268,968,620
171,251,144,665
171,267,371,632
171,269,1634,594
171,258,1014,600
172,268,939,622
172,270,1440,626
172,261,842,624
172,271,1741,627
172,251,109,699
172,272,686,605
172,273,1559,594
172,266,1837,626
172,267,363,595
172,274,1707,633
172,275,162,567
173,268,906,622
173,274,1662,624
173,261,807,621
173,276,1386,620
173,271,1747,633
173,277,1491,589
173,278,1646,622
173,267,351,613
173,251,111,692
174,268,870,619
174,261,786,620
174,278,1598,625
174,276,1337,621
174,274,1668,636
174,279,1436,590
174,280,1323,621
174,281,1584,625
174,251,109,645
174,282,107,619
174,267,340,606
175,268,845,622
175,261,759,620
175,281,1546,626
175,278,1606,634
175,251,110,648
175,279,1392,592
175,283,1534,627
175,267,330,627
175,276,1317,625
176,268,830,623
176,281,1582,636
176,261,749,620
176,276,1308,602
176,267,324,619
176,251,105,647
176,279,1373,592
176,284,1267,609
177,268,806,621
177,261,725,618
177,281,1538,635
177,285,1479,621
177,286,1467,622
177,284,1248,600
177,267,298,621
177,276,1281,581
178,268,789,620
178,261,700,620
178,285,1439,619
178,281,1505,630
178,284,1255,582
178,267,274,618
178,276,1312,595
178,287,50,641
178,288,1847,595
178,289,1841,627
178,290,46,615
179,268,771,619
179,285,1482,631
179,261,675,620
179,291,1188,591
179,284,1229,584
179,288,1809,596
179,267,250,617
180,268,748,617
180,285,1446,633
180,261,652,621
180,288,1776,624
180,267,225,614
180,292,1383,617
180,291,1167,583
180,284,1262,595
180,293,1373,620
181,268,742,619
181,285,1436,629
181,261,642,620
181,292,1368,618
181,284,1251,593
181,291,1177,600
181,267,217,627
182,268,727,616
182,261,620,619
182,285,1410,628
182,291,1161,599
182,292,1342,617
182,284,1232,594
182,267,194,610
182,294,1716,624
182,295,1714,640
183,285,1391,623
183,261,603,621
183,292,1322,619
183,267,173,615
183,284,1216,595
183,268,691,632
183,294,1690,637
184,261,589,620
184,268,685,622
184,285,1375,625
184,292,1301,615
184,284,1195,597
184,267,157,631
184,294,1672,628
184,296,1127,618
185,261,572,619
185,285,1359,624
185,292,1279,615
185,268,726,620
185,284,1179,596
185,296,1111,611
185,294,1670,628
185,267,147,627
185,297,1872,602
186,285,1353,622
186,261,567,621
186,292,1273,616
186,296,1104,611
186,284,1172,594
186,267,140,611
186,297,1864,602
186,268,715,618
186,298,669,620
186,294,1655,632
187,261,551,621
187,285,1339,622
187,292,1257,615
187,268,710,619
187,284,1161,595
187,296,1089,614
187,267,134,590
187,298,662,606
187,294,1639,639
187,297,1848,607
188,285,1331,622
188,261,540,622
188,268,705,621
188,284,1148,592
188,296,1077,612
188,297,1833,602
188,298,643,611
188,294,1626,634
188,292,1243,610
189,285,1318,621
189,261,528,621
189,268,700,647
189,292,1227,606
189,298,634,610
189,296,1062,597
189,297,1818,604
189,299,109,605
189,284,1139,602
189,294,1610,626
190,285,1310,621
190,261,518,623
190,296,1054,608
190,268,699,685
190,298,634,610
190,292,1212,597
190,284,1127,595
190,297,1809,603
190,294,1595,635
190,299,103,608
191,285,1308,619
191,261,514,664
191,296,1050,583
191,292,1202,593
191,300,699,629
191,298,631,610
191,284,1125,598
191,268,699,683
191,299,96,607
191,297,1804,603
191,294,1589,644
192,285,1299,621
192,300,701,623
192,261,506,615
192,296,1040,617
192,299,89,605
192,284,1118,613
192,297,1793,605
192,298,615,614
192,294,1577,626
192,292,1197,589
192,301,1738,598
193,300,711,621
193,285,1295,620
193,261,499,651
193,299,87,603
193,298,617,613
193,294,1570,635
193,292,1189,636
193,284,1113,617
193,296,1032,617
194,300,721,622
194,285,1292,622
194,298,614,613
194,261,495,628
194,296,1029,623
194,284,1106,615
194,294,1561,641
194,302,1720,604
194,292,1178,639
194,303,1782,606
194,304,1771,606
195,300,731,624
195,285,1293,623
195,261,494,630
195,298,611,614
195,296,1027,628
195,284,1106,608
195,294,1553,640
195,302,1714,604
195,305,80,605
196,300,735,624
196,285,1293,624
196,261,492,627
196,284,1104,607
196,298,610,615
196,296,1031,606
196,294,1549,642
196,305,81,603
196,306,1766,607
196,302,1711,605
197,285,1296,629
197,261,491,649
197,284,1105,606
197,307,742,697
197,300,737,626
197,298,604,654
197,296,997,587
197,294,1548,633
197,306,1768,607
197,308,1158,565
198,285,1297,630
198,300,743,634
198,284,1109,610
198,307,745,660
198,261,485,622
198,296,1002,606
198,306,1769,610
198,298,608,637
198,294,1542,648
199,285,1299,631
199,300,750,639
199,298,620,619
199,261,488,628
199,284,1109,613
199,306,1770,609
199,296,1003,619
199,294,1541,634
200,285,1301,632
200,300,771,663
200,309,86,613
200,261,487,628
200,298,618,620
200,284,1109,616
200,306,1777,610
200,310,88,651
200,294,1541,632
200,296,1002,623
201,285,1302,633
201,300,771,665
201,309,86,612
201,261,487,629
201,284,1111,612
201,306,1780,611
201,298,616,630
201,296,1042,626
201,294,1546,650
202,300,783,639
202,285,1303,639
202,311,1160,567
202,296,1020,628
202,298,635,619
202,306,1771,610
202,309,88,609
202,261,493,673
202,294,1542,629
202,284,1114,606
203,285,1308,639
203,300,794,656
203,298,639,624
203,284,1111,617
203,306,1784,611
203,296,1025,636
203,261,495,634
203,312,79,668
203,313,89,662
204,285,1314,637
204,300,806,648
204,261,498,635
204,298,654,622
204,296,1058,636
204,306,1792,611
204,314,1165,570
204,313,104,622
204,315,1549,632
205,300,821,648
205,298,667,624
205,285,1324,637
205,314,1181,573
205,261,510,636
205,306,1808,612
205,313,121,608
205,296,1087,653
205,315,1545,662
206,285,1332,638
206,300,832,650
206,298,678,624
206,314,1189,575
206,296,1092,663
206,316,1574,620
206,261,520,638
206,306,1816,613
206,313,134,608
207,300,860,644
207,285,1346,641
207,314,1208,581
207,316,1597,620
207,317,1079,613
207,296,1121,665
207,313,161,620
207,261,542,636
207,306,1839,612
207,298,706,598
208,300,894,644
208,285,1376,636
208,261,571,638
208,317,1108,612
208,298,738,613
208,313,194,625
208,316,1626,618
208,296,1140,677
208,306,1873,611
209,300,937,642
209,285,1406,637
209,313,242,628
209,317,1146,613
209,298,775,619
209,261,608,635
209,318,1264,592
209,319,14,658
209,316,1665,625
210,320,1458,634
210,321,989,642
210,318,1284,594
210,313,289,626
210,317,1191,618
210,322,835,619
210,323,659,629
210,316,1712,627
210,324,832,594
210,325,1240,690
211,320,1485,636
211,323,685,629
211,313,323,624
211,317,1218,614
211,321,1021,642
211,322,858,593
211,326,1337,602
211,327,1354,611
212,328,1548,633
212,329,387,625
212,330,741,629
212,331,1279,605
212,332,925,594
212,333,926,621
213,334,1615,627
213,335,461,622
213,336,1471,605
213,337,809,625
213,338,1399,692
213,339,1343,595
213,340,998,605
214,341,1690,627
214,342,537,623
214,343,1072,609
214,344,878,623
214,345,1240,639
214,346,1534,607
214,347,1416,601
215,348,1774,625
215,349,956,622
215,350,1151,622
215,351,1603,602
215,352,612,600
215,353,1613,606
215,346,1494,602
216,348,1809,626
216,351,1648,597
216,350,1189,624
216,354,1382,674
216,352,651,614
216,346,1530,602
216,349,993,623
216,355,1367,644
217,356,1449,647
217,357,1266,624
217,351,1605,603
217,358,1881,627
217,359,1722,598
217,360,1066,621
217,361,1271,639
217,362,1682,700
218,363,1133,626
218,364,1338,621
218,365,1337,602
218,366,1514,647
218,367,1795,600
218,359,1677,604
219,368,1584,644
219,369,1403,624
219,370,1201,624
219,371,1860,605
219,372,1197,636
219,373,864,603
219,367,1747,604
219,374,1811,705
220,375,1650,643
220,376,1472,626
220,377,1259,622
220,374,1853,694
220,378,1854,663
221,375,1679,643
221,376,1501,625
221,377,1287,628
221,379,1841,604
222,380,1738,645
222,381,1564,599
222,382,1340,625
222,383,1562,620
222,384,1895,601
223,385,1790,644
223,386,1618,622
223,382,1384,628
223,387,1063,626
224,388,1842,643
224,389,1672,620
224,382,1430,636
224,387,1109,622
224,390,1673,595
225,387,1155,620
225,382,1476,626
225,391,1728,590
226,391,1757,591
226,387,1177,622
226,382,1502,629
226,392,58,740
227,393,1827,617
227,387,1225,614
227,394,1558,630
228,387,1268,601
228,395,1022,623
228,396,1602,658
228,397,1860,699
228,398,1884,596
229,395,1059,624
229,399,353,611
230,395,1085,627
230,400,1348,625
230,399,364,608
231,395,1107,628
231,400,1369,621
232,395,1137,629
232,400,1410,624
232,401,1792,642
233,400,1447,625
233,395,1161,636
233,402,385,633
233,403,91,657
233,404,645,624
234,395,1192,633
234,400,1489,628
234,405,1744,646
235,395,1219,636
235,400,1521,630
235,406,1063,703
235,407,132,628
236,400,1543,634
236,395,1235,635
237,395,1265,638
237,400,1576,631
237,408,82,690
238,395,1293,637
238,400,1612,634
238,409,1112,782
239,395,1320,639
239,400,1654,637
239,410,893,661
240,400,1691,637
240,395,1350,640
240,411,1902,304
240,412,1836,299
241,395,1364,641
241,400,1719,645
241,413,1141,739
242,400,1763,643
242,395,1394,641
242,413,1157,751
243,400,1799,639
243,395,1425,639
243,413,1176,722
243,414,464,884
244,395,1456,641
244,400,1848,637
244,415,927,671
245,395,1490,642
245,400,1881,639
245,415,932,671
245,416,223,577
245,417,24,588
246,395,1506,641
246,400,1887,638
246,418,656,629
246,415,935,671
246,419,1220,735
246,420,762,673
247,395,1536,643
247,421,276,652
247,418,654,631
247,415,940,671
248,395,1565,637
248,415,943,670
248,421,252,649
249,395,1590,640
249,422,1253,672
249,421,239,648
250,423,486,477
250,424,934,569
250,425,1498,433
250,426,1431,633
250,427,1067,603
250,428,1896,485
250,429,1198,352
250,430,933,471
250,431,1071,483
250,432,1132,350
250,433,607,333
250,434,1075,379
250,435,1173,226
251,423,484,476
251,426,1431,630
251,425,1510,432
251,424,940,566
251,427,1071,600
251,428,1902,486
251,429,1196,350
251,430,928,471
251,432,1132,349
251,433,609,330
251,434,1072,355
251,431,1076,482
252,423,484,481
252,426,1432,629
252,425,1523,435
252,424,941,565
252,427,1072,602
252,429,1199,347
252,430,923,471
252,431,1082,475
252,432,1137,350
252,433,613,330
252,434,1081,381
252,428,1905,483
253,427,1073,605
253,426,1434,631
253,424,942,570
253,423,483,482
253,429,1201,344
253,425,1531,436
253,431,1091,478
253,430,922,473
253,436,1185,213
253,432,1136,351
253,437,1239,231
254,425,1539,438
254,424,944,568
254,427,1074,608
254,426,1437,633
254,429,1201,340
254,423,480,483
254,431,1095,479
254,430,920,476
254,432,1094,366
254,437,1241,231
254,436,1186,212
254,438,613,332
254,439,1082,387
255,427,1076,611
255,426,1447,634
255,425,1543,437
255,423,479,481
255,424,910,532
255,429,1193,339
255,431,1097,479
255,430,915,484
255,436,1188,207
255,432,1137,354
255,438,613,332
255,440,676,169
256,423,476,480
256,425,1545,436
256,441,949,570
256,426,1452,633
256,427,1074,611
256,429,1187,337
256,424,899,506
256,431,1098,480
256,438,613,327
256,436,1187,207
256,432,1136,351
256,442,1248,226
257,423,473,480
257,425,1544,434
257,424,887,508
257,427,1070,611
257,426,1451,633
257,441,949,568
257,431,1097,477
257,429,1180,334
257,438,611,324
257,432,1132,351
257,436,1187,209
258,427,1064,612
258,425,1546,433
258,424,876,511
258,426,1445,631
258,441,953,567
258,423,468,479
258,429,1174,332
258,431,1096,479
258,432,1127,363
258,438,609,325
258,436,1185,210
258,443,1247,223
259,425,1547,429
259,427,1059,615
259,426,1439,629
259,423,465,478
259,424,871,514
259,441,961,569
259,431,1095,479
259,429,1170,330
259,432,1123,349
259,436,1185,206
259,438,605,322
260,427,1062,617
260,425,1546,429
260,426,1430,627
260,423,461,478
260,424,866,516
260,429,1165,326
260,441,975,563
260,431,1098,475
260,432,1119,345
260,436,1186,207
260,438,599,321
261,423,459,477
261,427,1062,615
261,425,1544,429
261,426,1423,623
261,424,861,513
261,431,1098,476
261,429,1161,322
261,441,987,560
261,432,1116,343
261,436,1185,206
262,426,1418,621
262,423,458,475
262,427,1069,617
262,425,1540,428
262,441,1009,559
262,424,857,511
262,431,1097,477
262,429,1155,323
262,436,1183,205
262,432,1115,348
262,444,595,315
262,445,1250,219
263,426,1416,620
263,423,456,475
263,427,1072,619
263,441,1023,558
263,425,1521,423
263,424,857,506
263,436,1183,205
263,429,1145,311
263,431,1102,479
263,432,1134,384
263,445,1250,222
263,444,593,313
264,426,1424,627
264,423,455,473
264,427,1081,618
264,441,1035,555
264,425,1523,432
264,446,1092,339
264,424,851,513
264,436,1183,204
264,431,1099,472
264,429,1144,321
264,432,1134,360
264,445,1245,225
264,447,667,159
264,444,591,312
265,426,1412,619
265,424,846,511
265,423,453,474
265,425,1517,431
265,441,1042,556
265,427,1090,616
265,446,1083,337
265,436,1182,204
265,432,1130,374
265,444,589,311
265,431,1099,476
265,445,1246,224
266,426,1411,617
266,424,844,508
266,427,1097,614
266,423,452,472
266,425,1514,431
266,444,588,309
266,446,1127,330
266,436,1183,204
266,431,1099,473
266,441,1050,558
266,432,1129,373
266,448,666,158
267,426,1401,616
267,423,451,473
267,425,1508,430
267,427,1110,607
267,444,586,309
267,424,842,505
267,449,1059,341
267,436,1182,203
267,441,1064,549
267,450,1073,341
267,446,1117,302
267,431,1097,464
267,451,1057,358
267,452,1244,220
268,426,1389,614
268,427,1114,596
268,436,1179,203
268,425,1504,458
268,423,451,472
268,449,1051,345
268,444,579,308
268,424,839,507
268,452,1243,219
268,453,1119,366
268,431,1098,470
268,441,1085,545
268,446,1110,297
269,426,1380,615
269,423,449,474
269,424,848,477
269,425,1496,432
269,449,1044,348
269,436,1175,204
269,427,1121,596
269,444,574,311
269,453,1106,381
269,431,1096,454
269,446,1096,299
269,441,1104,531
269,452,1240,219
270,426,1379,612
270,423,447,475
270,454,819,535
270,425,1491,432
270,449,1042,345
270,444,571,311
270,427,1120,590
270,436,1172,206
270,431,1086,477
270,453,1103,381
270,452,1237,221
270,446,1091,298
271,426,1374,611
271,449,1035,345
271,423,440,480
271,425,1484,431
271,454,817,519
271,427,1104,554
271,436,1168,205
271,444,564,311
271,431,1086,476
271,453,1111,375
271,455,1105,532
271,446,1080,298
271,452,1232,223
272,426,1367,610
272,425,1478,433
272,423,428,481
272,456,1146,592
272,454,827,506
272,449,1036,343
272,444,561,310
272,453,1111,375
272,436,1168,205
272,431,1083,478
272,446,1068,300
272,427,1123,530
272,452,1232,227
273,426,1362,607
273,425,1476,432
273,423,427,481
273,456,1144,548
273,454,817,517
273,449,1065,307
273,444,560,309
273,453,1111,372
273,431,1082,477
273,436,1168,204
273,427,1120,526
274,426,1359,605
274,425,1471,435
274,456,1134,527
274,423,426,484
274,449,1051,332
274,444,560,310
274,431,1083,478
274,453,1111,374
274,454,831,497
274,436,1170,205
275,426,1361,603
275,425,1461,434
275,457,1174,589
275,423,422,487
275,449,1030,337
275,454,836,496
275,444,558,311
275,431,1084,476
275,453,1111,369
275,436,1172,205
275,456,1155,534
276,426,1360,601
276,423,418,486
276,425,1453,436
276,457,1172,567
276,444,558,310
276,449,1027,336
276,454,848,482
276,431,1089,476
276,453,1112,363
276,436,1173,205
276,456,1168,523
277,426,1359,601
277,423,415,487
277,425,1450,437
277,444,558,312
277,457,1175,563
277,449,1026,338
277,454,840,523
277,431,1089,476
277,436,1174,206
277,453,1113,370
278,426,1352,603
278,423,415,489
278,444,558,312
278,425,1450,437
278,449,1025,339
278,458,1221,594
278,454,847,524
278,431,1093,477
278,436,1175,206
278,453,1111,371
278,457,1180,535
279,426,1346,604
279,423,411,489
279,458,1236,595
279,449,1024,338
279,444,557,313
279,454,849,525
279,431,1086,482
279,425,1449,438
279,453,1112,380
279,436,1175,206
279,457,1180,507
280,454,845,530
280,425,1445,437
280,426,1340,605
280,423,409,488
280,431,1086,483
280,458,1239,593
280,444,555,313
280,449,1022,336
280,453,1113,380
280,457,1178,523
280,436,1176,206
281,426,1337,603
281,454,845,529
281,423,407,489
281,425,1444,436
281,431,1086,481
281,444,555,314
281,458,1250,591
281,453,1112,379
281,457,1179,497
281,449,1017,294
281,436,1176,205
281,459,33,444
282,425,1439,436
282,423,403,493
282,444,553,311
282,426,1330,601
282,454,847,528
282,457,1166,493
282,431,1088,480
282,458,1257,585
282,453,1112,378
282,460,1024,349
282,461,1037,349
282,436,1175,205
283,444,551,312
283,423,402,495
283,426,1322,598
283,425,1434,437
283,454,849,531
283,431,1092,477
283,457,1186,486
283,460,1039,352
283,453,1112,380
283,462,31,431
283,463,995,306
283,458,1265,573
283,464,23,420
284,423,396,499
284,444,549,313
284,426,1315,596
284,454,860,532
284,431,1093,480
284,425,1432,438
284,460,1035,351
284,463,990,305
284,458,1264,575
284,453,1112,383
284,465,1283,328
284,457,1178,484
284,462,31,431
285,444,548,313
285,423,394,502
285,425,1430,442
285,426,1315,596
285,454,864,532
285,431,1093,480
285,460,1023,353
285,463,988,303
285,466,1172,206
285,453,1113,375
285,465,1286,338
286,423,389,503
286,454,870,531
286,444,547,313
286,460,1025,351
286,431,1093,480
286,463,984,303
286,426,1307,591
286,467,1231,492
286,425,1427,446
286,466,1172,206
286,453,1113,375
286,465,1289,354
287,454,873,532
287,423,385,505
287,444,543,314
287,463,977,300
287,425,1426,447
287,431,1094,480
287,426,1304,584
287,460,1031,351
287,466,1172,207
287,453,1113,369
287,465,1294,375
287,467,1232,485
288,444,543,313
288,423,384,506
288,454,874,530
288,425,1425,445
288,463,975,301
288,426,1300,582
288,431,1095,479
288,460,1030,349
288,466,1173,205
288,465,1298,385
288,453,1112,369
289,444,541,312
289,454,879,531
289,425,1422,443
289,426,1295,572
289,431,1088,481
289,423,380,507
289,460,1031,348
289,463,968,300
289,453,1114,369
289,466,1173,204
289,468,1248,474
289,469,1241,492
289,470,1287,443
290,423,377,508
290,444,540,313
290,454,885,533
290,463,960,300
290,425,1419,445
290,460,1041,345
290,431,1097,478
290,466,1173,205
290,453,1114,371
290,426,1272,566
290,471,1322,519
290,468,1246,507
291,423,375,509
291,454,889,535
291,444,539,315
291,425,1418,447
291,463,957,302
291,431,1098,478
291,460,1043,346
291,466,1173,206
291,453,1114,366
291,426,1243,532
291,471,1307,492
291,468,1242,506
292,423,370,510
292,454,903,537
292,444,539,315
292,425,1419,446
292,431,1099,478
292,463,950,301
292,466,1172,206
292,460,1051,346
292,472,1271,591
292,471,1316,510
292,453,1115,364
293,454,908,538
293,423,368,510
293,425,1420,446
293,444,540,314
293,431,1100,473
293,463,947,301
293,472,1256,578
293,466,1172,205
293,453,1115,362
293,460,1053,347
293,471,1315,498
293,473,1245,509
294,454,914,543
294,423,365,513
294,425,1421,446
294,444,540,317
294,463,940,303
294,431,1099,476
294,453,1115,366
294,471,1322,493
294,466,1172,205
294,460,1054,345
294,472,1254,580
295,454,916,546
295,431,1099,478
295,444,539,318
295,425,1420,448
295,423,361,515
295,463,937,306
295,466,1172,206
295,471,1342,507
295,453,1116,365
295,472,1256,583
295,460,1058,347
296,454,919,548
296,425,1421,451
296,444,539,316
296,431,1100,476
296,463,926,308
296,423,357,517
296,472,1259,598
296,471,1348,512
296,466,1172,205
296,460,1065,343
296,453,1118,362
296,474,1261,487
297,425,1422,450
297,454,923,549
297,431,1100,475
297,472,1256,601
297,444,540,316
297,423,355,517
297,460,1069,341
297,463,925,306
297,471,1349,507
297,453,1119,360
297,466,1173,205
297,474,1265,491
298,472,1252,604
298,444,541,317
298,454,927,551
298,425,1422,450
298,423,354,524
298,431,1101,480
298,460,1074,343
298,471,1355,509
298,463,912,310
298,466,1174,205
298,453,1119,373
298,474,1271,501
299,444,542,319
299,472,1289,600
299,454,930,554
299,431,1102,480
299,423,356,523
299,460,1078,347
299,463,912,311
299,471,1359,508
299,425,1424,451
299,475,833,350
299,466,1175,207
299,453,1116,376
300,444,546,321
300,454,938,555
300,472,1289,574
300,423,362,521
300,431,1106,475
300,463,910,312
300,425,1428,453
300,460,1085,350
300,471,1357,489
300,466,1180,207
300,453,1123,370
300,476,779,351
301,454,943,553
301,444,550,319
301,472,1307,568
301,463,912,311
301,425,1432,451
301,423,367,519
301,431,1116,445
301,460,1092,348
301,471,1368,502
301,466,1184,207
301,477,21,351
302,478,1252,604
302,454,959,553
302,425,1446,454
302,444,561,320
302,431,1123,479
302,460,1106,348
302,463,923,309
302,471,1388,510
302,423,376,526
302,472,1314,575
302,479,1145,375
302,480,1143,398
303,478,1250,604
303,454,964,556
303,444,566,320
303,425,1452,456
303,431,1126,480
303,423,382,519
303,460,1114,350
303,463,927,310
303,471,1395,512
303,472,1320,577
303,481,1201,208
303,482,686,360
303,483,64,387
304,425,1468,457
304,478,1252,606
304,454,984,555
304,444,582,321
304,431,1142,478
304,423,401,519
304,471,1413,523
304,463,937,314
304,460,1131,352
304,472,1339,598
304,484,1169,385
304,481,1217,208
305,444,591,318
305,423,411,517
305,478,1252,604
305,425,1481,456
305,454,995,594
305,431,1151,479
305,471,1425,529
305,463,943,311
305,472,1351,587
305,484,1177,385
305,460,1144,329
305,481,1226,209
306,431,1173,482
306,423,428,519
306,478,1258,601
306,454,1017,590
306,444,609,321
306,425,1507,460
306,463,957,311
306,471,1453,511
306,472,1381,603
306,484,1171,346
306,460,1171,330
306,481,1248,209
307,431,1182,483
307,478,1266,601
307,463,967,312
307,454,1030,556
307,423,444,515
307,444,620,321
307,425,1522,462
307,471,1465,547
307,485,1210,392
307,484,1182,342
307,486,575,386
307,481,1259,207
307,472,1397,613
308,444,642,323
308,478,1284,600
308,431,1208,485
308,423,464,513
308,463,986,314
308,454,1059,560
308,425,1554,465
308,471,1510,555
308,486,547,398
308,485,1238,393
308,481,1285,205
308,484,1213,327
308,472,1425,623
309,478,1294,600
309,454,1075,562
309,444,654,324
309,425,1572,464
309,431,1225,483
309,423,472,515
309,471,1513,557
309,481,1300,204
309,463,995,313
309,472,1458,621
309,486,532,406
309,485,1236,356
309,484,1229,327
310,454,1100,567
310,478,1303,602
310,423,491,517
310,463,1017,311
310,444,674,324
310,431,1246,479
310,425,1604,465
310,485,1262,339
310,471,1553,551
310,472,1499,618
310,481,1327,203
310,487,1561,536
311,454,1112,568
311,444,683,325
311,431,1256,480
311,478,1309,603
311,425,1621,468
311,423,499,519
311,463,1022,312
311,472,1510,625
311,471,1515,577
311,485,1277,345
312,454,1136,567
312,444,696,326
312,478,1316,608
312,463,1036,310
312,431,1273,478
312,425,1646,469
312,423,511,513
312,488,1601,560
312,489,1360,197
312,485,1303,345
312,490,29,421
312,472,1537,604
312,491,1317,411
312,492,11,609
313,478,1322,612
313,454,1146,568
313,444,702,324
313,463,1038,310
313,423,516,516
313,425,1657,469
313,485,1314,342
313,431,1282,478
313,488,1615,561
313,489,1370,192
313,490,32,419
313,493,427,453
313,491,1325,401
313,472,1542,627
314,454,1160,567
314,478,1323,612
314,423,522,514
314,444,709,322
314,463,1047,307
314,431,1296,479
314,488,1645,561
314,425,1679,443
314,489,1385,191
314,485,1336,379
314,472,1549,627
314,491,1342,410
315,454,1171,567
315,478,1320,617
315,444,717,318
315,423,528,514
315,488,1670,563
315,463,1055,307
315,425,1698,443
315,489,1400,189
315,485,1358,410
315,431,1307,478
315,472,1561,628
316,454,1178,566
316,478,1317,624
316,444,721,315
316,463,1058,307
316,423,529,514
316,489,1407,188
316,431,1313,477
316,425,1705,444
316,488,1678,571
316,485,1362,374
316,494,1358,349
316,472,1564,629
316,495,40,414
317,454,1187,568
317,444,724,314
317,478,1315,631
317,488,1697,567
317,489,1417,188
317,485,1373,413
317,425,1723,439
317,423,526,489
317,431,1321,474
317,463,1061,307
317,472,1587,629
318,454,1191,567
318,478,1316,641
318,444,725,314
318,488,1706,570
318,485,1380,403
